,date,latitude,longitude,injuries,contrib_factor
90,2017-03-28 12:40:00,40.830902,-73.84765,0,Traffic Control Disregarded
91,2017-03-28 12:40:00,40.751568,-73.97634,0,Driver Inattention/Distraction
92,2017-03-28 12:45:00,40.57812,-73.95902,0,Unspecified
93,2017-03-28 12:45:00,40.735714,-73.99806,0,Driver Inattention/Distraction
94,2017-03-28 12:50:00,40.761856,-73.75928,0,Driver Inattention/Distraction
95,2017-03-28 12:50:00,40.771477,-73.91824,0,Other Vehicular
96,2017-03-28 12:50:00,40.712223,-73.8065,1,Driver Inattention/Distraction
97,2017-03-28 12:51:00,40.847897,-73.92499,0,Driver Inattention/Distraction
98,2017-02-13 08:30:00,,,0,Unsafe Lane Changing
99,2017-03-28 12:53:00,40.608757,-74.038086,0,Failure to Yield Right-of-Way
100,2017-03-28 12:55:00,40.677265,-73.8262,0,Pavement Slippery
101,2017-03-28 13:00:00,40.69336,-73.97585,0,Driver Inattention/Distraction
102,2017-03-28 13:00:00,40.74347,-74.00725,0,Unspecified
103,2017-03-28 13:00:00,40.75006,-73.88139,0,Unspecified
104,2017-03-28 13:00:00,40.714554,-73.83147,0,Following Too Closely
105,2017-03-28 13:00:00,40.666138,-73.82422,0,Passing or Lane Usage Improper
106,2017-03-28 13:00:00,40.716362,-73.743904,0,Unspecified
107,2017-03-28 13:00:00,40.706783,-73.815186,0,Unspecified
108,2017-03-28 13:00:00,40.752975,-73.91024,0,Turning Improperly
109,2017-03-28 13:00:00,40.703163,-73.81662,0,Following Too Closely
110,2017-03-28 13:05:00,40.744495,-73.98112,0,Unspecified
111,2017-03-28 13:10:00,40.634563,-74.014114,0,Backing Unsafely
112,2017-03-28 13:25:00,40.570778,-74.09029,0,Pavement Slippery
113,2017-03-28 13:30:00,40.633476,-73.97898,0,Unspecified
114,2017-03-28 13:30:00,40.675735,-73.89686,0,Following Too Closely
115,2017-03-28 13:30:00,40.5776,-74.00958,0,Unspecified
116,2017-03-28 13:30:00,40.77493,-73.950806,0,Backing Unsafely
117,2017-03-28 13:30:00,40.691868,-73.863846,0,Driver Inattention/Distraction
118,2017-03-28 13:30:00,40.794132,-73.94281,1,Unspecified
119,2017-03-28 13:30:00,40.747066,-73.97925,2,Driver Inattention/Distraction
120,2017-03-28 13:38:00,40.677673,-73.91359,0,Backing Unsafely
121,2017-03-28 13:38:00,40.84647,-73.92633,0,Unsafe Lane Changing
122,2017-03-28 13:40:00,40.737553,-73.85089,0,Passing or Lane Usage Improper
123,2017-03-28 13:42:00,40.695705,-73.94637,0,Failure to Yield Right-of-Way
124,2017-03-28 13:45:00,40.705032,-73.931076,0,Unspecified
125,2017-03-28 13:45:00,40.680687,-73.84459,0,Driver Inattention/Distraction
126,2017-03-28 13:45:00,40.614956,-74.08772,0,Passing or Lane Usage Improper
127,2017-03-28 13:45:00,40.62564,-74.13495,0,Driver Inattention/Distraction
128,2017-03-28 13:47:00,40.666294,-73.89445,0,Backing Unsafely
129,2017-03-28 13:50:00,40.841637,-73.89318,0,Failure to Keep Right
130,2017-03-28 13:52:00,40.708965,-73.95673,0,Driver Inattention/Distraction
131,2017-03-28 14:00:00,40.86541,-73.86781,0,Backing Unsafely
132,2017-03-28 14:00:00,40.843193,-73.94295,0,Unspecified
133,2017-03-28 14:00:00,40.734165,-73.78657,0,Driver Inattention/Distraction
134,2017-03-28 14:00:00,40.66747,-73.9396,0,Other Vehicular
135,2017-03-28 14:00:00,40.74886,-73.93755,0,Driver Inattention/Distraction
136,2017-03-28 14:00:00,40.811363,-73.94027,1,Unspecified
137,2017-03-28 14:00:00,40.54315,-74.17378,3,Driver Inattention/Distraction
138,2017-03-28 14:05:00,40.829597,-73.94814,1,Passing or Lane Usage Improper
139,2017-03-28 14:10:00,40.71935,-73.84263,0,Unspecified
140,2017-03-28 14:10:00,,,0,Turning Improperly
141,2017-03-28 14:15:00,40.69301,-73.994194,0,Unspecified
142,2017-03-28 14:15:00,40.705215,-73.92069,0,Turning Improperly
143,2017-03-28 14:17:00,40.726933,-73.99992,0,Driver Inattention/Distraction
144,2017-03-28 14:17:00,40.766785,-73.893105,0,Pavement Slippery
145,2017-03-28 14:20:00,40.751698,-73.97669,0,Passing or Lane Usage Improper
146,2017-03-28 14:20:00,40.761242,-73.91495,0,Driver Inexperience
147,2017-03-28 14:20:00,40.56878,-74.10661,0,Backing Unsafely
148,2017-03-28 14:20:00,,,1,Following Too Closely
149,2017-03-28 14:20:00,40.76178,-73.821526,1,Backing Unsafely
150,2017-03-28 14:22:00,40.69741,-73.76275,0,Driver Inattention/Distraction
151,2017-03-28 14:24:00,40.707825,-73.99918,0,Following Too Closely
152,2017-03-28 14:25:00,40.712772,-73.733894,0,Backing Unsafely
153,2017-03-28 14:25:00,,,0,Passing or Lane Usage Improper
154,2017-03-28 14:25:00,40.861862,-73.91282,1,Unsafe Lane Changing
155,2017-03-28 14:30:00,40.60756,-73.984406,0,Traffic Control Disregarded
156,2017-03-28 14:30:00,40.716175,-73.949715,0,Failure to Yield Right-of-Way
157,2017-03-28 14:30:00,40.64922,-73.89911,0,Unspecified
158,2017-03-28 14:30:00,40.700935,-73.84022,0,Driver Inattention/Distraction
159,2017-03-28 14:30:00,40.608765,-73.986725,0,Backing Unsafely
160,2017-03-28 14:30:00,40.762486,-73.96298,0,Driver Inattention/Distraction
161,2017-03-28 14:30:00,40.77496,-73.9589,0,Driver Inattention/Distraction
162,2017-03-28 14:30:00,40.675224,-73.89097,1,Failure to Yield Right-of-Way
163,2017-03-28 14:30:00,40.69382,-73.72694,1,Unspecified
164,2017-03-28 14:35:00,40.631077,-74.08808,0,Aggressive Driving/Road Rage
165,2017-03-28 14:35:00,40.740067,-73.935455,1,Driver Inattention/Distraction
166,2017-03-28 14:40:00,40.605335,-73.75528,0,Driver Inattention/Distraction
167,2017-03-28 14:45:00,40.62573,-73.9564,0,Driver Inattention/Distraction
168,2017-03-28 14:45:00,40.703594,-73.89025,0,Driver Inattention/Distraction
169,2017-03-28 14:45:00,40.609108,-73.74685,0,Driver Inattention/Distraction
170,2017-03-28 14:50:00,40.81862,-73.85109,0,Traffic Control Disregarded
171,2017-03-28 15:00:00,40.862057,-73.87054,0,Unspecified
172,2017-03-28 15:00:00,40.705307,-74.00488,0,View Obstructed/Limited
173,2017-03-28 15:00:00,40.77879,-73.90147,0,Backing Unsafely
174,2017-03-28 15:00:00,40.770245,-73.815735,0,Traffic Control Disregarded
175,2017-03-28 15:00:00,40.781338,-73.805756,0,Passing or Lane Usage Improper
176,2017-03-28 15:00:00,40.769844,-73.83656,0,Following Too Closely
177,2017-03-28 15:00:00,40.743057,-73.87769,0,Driver Inattention/Distraction
178,2017-03-28 15:00:00,40.633953,-74.085754,0,Driver Inattention/Distraction
179,2017-03-28 15:00:00,40.77077,-73.91727,0,Failure to Yield Right-of-Way
180,2017-03-28 15:00:00,40.65317,-73.866875,0,Driver Inattention/Distraction
181,2017-03-28 15:00:00,40.877365,-73.88533,0,Driver Inattention/Distraction
182,2017-03-28 15:00:00,,,0,Unspecified
183,2017-03-28 15:00:00,40.76432,-73.9772,0,Unsafe Lane Changing
184,2017-03-28 15:00:00,40.667236,-73.770004,0,Unspecified
185,2017-03-28 15:00:00,40.780693,-73.9466,1,Driver Inattention/Distraction
186,2017-03-28 15:00:00,40.64606,-74.01648,2,Unspecified
187,2017-03-28 15:04:00,40.595932,-73.75963,0,Traffic Control Disregarded
188,2017-03-28 15:10:00,40.854176,-73.91543,0,Pavement Slippery
189,2017-03-28 15:10:00,40.68175,-73.96748,0,Other Vehicular
190,2017-03-28 15:15:00,40.641514,-73.91741,0,Unsafe Speed
191,2017-03-28 15:15:00,40.736988,-73.810486,0,Unspecified
192,2017-03-28 15:15:00,40.687595,-73.75802,0,Oversized Vehicle
193,2017-03-28 15:15:00,40.716652,-73.8259,0,Following Too Closely
194,2017-03-28 15:20:00,40.826275,-73.85971,2,Following Too Closely
195,2017-03-28 15:23:00,40.75887,-73.96428,0,Passing or Lane Usage Improper
196,2017-03-28 15:25:00,40.86276,-73.865944,0,Backing Unsafely
197,2017-03-28 15:30:00,40.648197,-73.90708,0,Unspecified
198,2017-03-28 15:30:00,40.76177,-73.979065,0,Other Vehicular
199,2017-03-28 15:30:00,40.73725,-73.91799,0,Unspecified
200,2017-03-28 15:30:00,40.702328,-73.90939,0,Driver Inattention/Distraction
201,2017-03-28 15:32:00,40.83887,-73.87811,0,Following Too Closely
202,2017-03-28 15:36:00,40.765545,-73.95471,0,Driver Inattention/Distraction
203,2017-03-28 15:40:00,40.80988,-73.90308,0,Unspecified
204,2017-03-28 15:50:00,40.717674,-73.81713,0,Driver Inattention/Distraction
205,2017-03-28 15:50:00,40.663517,-73.90238,0,Other Vehicular
206,2017-03-28 15:50:00,40.717674,-73.81713,1,Driver Inattention/Distraction
207,2017-03-28 15:55:00,40.772987,-73.98208,0,Unspecified
208,2017-03-28 15:59:00,40.7414,-74.00648,0,Backing Unsafely
209,2017-03-28 16:00:00,40.849075,-73.88289,0,Driver Inattention/Distraction
210,2017-03-28 16:00:00,40.677822,-73.91636,0,Traffic Control Disregarded
211,2017-03-28 16:00:00,40.71975,-73.992165,0,Driver Inattention/Distraction
212,2017-03-28 16:00:00,,,0,Driver Inattention/Distraction
213,2017-03-28 16:00:00,40.630806,-74.10369,0,Driver Inattention/Distraction
214,2017-03-28 16:00:00,40.631157,-74.14692,0,Driver Inattention/Distraction
215,2017-03-28 16:00:00,40.620663,-74.167145,0,Following Too Closely
216,2017-03-28 16:05:00,40.69731,-73.932274,0,Backing Unsafely
217,2017-03-28 16:08:00,40.823135,-73.89489,2,
218,2017-03-28 16:10:00,40.618214,-73.90819,0,Pavement Slippery
219,2017-03-28 16:15:00,40.714363,-74.000465,0,Passing or Lane Usage Improper
220,2017-03-28 16:18:00,40.596325,-73.76673,0,Driver Inexperience
221,2017-03-28 16:18:00,,,1,Unspecified
222,2017-03-28 16:20:00,40.749092,-73.97569,0,Following Too Closely
223,2017-03-28 16:20:00,40.85729,-73.928055,0,Driver Inattention/Distraction
224,2017-03-28 16:28:00,40.76104,-73.97538,0,Passing or Lane Usage Improper
225,2017-03-28 16:30:00,,,0,Unspecified
226,2017-03-28 16:30:00,40.85819,-73.88435,0,Failure to Yield Right-of-Way
227,2017-03-28 16:30:00,40.63501,-73.914055,0,Driver Inattention/Distraction
228,2017-03-28 16:30:00,,,0,Following Too Closely
229,2017-03-28 16:30:00,40.759617,-73.777794,0,Driver Inattention/Distraction
230,2017-03-28 16:30:00,40.762264,-73.78527,1,Turning Improperly
231,2017-03-28 16:35:00,40.64481,-74.09598,0,Failure to Yield Right-of-Way
232,2017-03-28 16:40:00,40.66478,-73.88642,0,Backing Unsafely
233,2017-03-28 16:44:00,40.770332,-73.87608,0,Driver Inattention/Distraction
234,2017-03-28 16:45:00,40.885952,-73.8279,0,Turning Improperly
235,2017-03-28 16:45:00,40.7092,-73.9919,0,Following Too Closely
236,2017-03-28 16:45:00,40.59589,-74.085884,1,Failure to Yield Right-of-Way
237,2017-03-28 16:49:00,40.72662,-73.757324,0,Following Too Closely
238,2017-03-28 16:50:00,40.803932,-73.93845,0,Driver Inattention/Distraction
239,2017-03-28 16:50:00,40.675495,-73.8997,0,Driver Inattention/Distraction
240,2017-03-28 16:50:00,40.571625,-74.11192,0,Failure to Keep Right
241,2017-03-28 16:50:00,40.66495,-73.9924,0,Driver Inattention/Distraction
242,2017-03-28 16:51:00,40.63919,-73.99646,0,Unspecified
243,2017-03-28 16:55:00,40.641674,-74.00313,0,Unspecified
244,2017-03-28 17:00:00,40.845936,-73.89656,0,Unspecified
245,2017-03-28 17:00:00,,,0,Following Too Closely
246,2017-03-28 17:00:00,40.718193,-73.95387,0,Failure to Yield Right-of-Way
247,2017-03-28 17:00:00,40.71121,-73.96654,0,Failure to Yield Right-of-Way
248,2017-03-28 17:00:00,40.753307,-73.827385,0,Backing Unsafely
249,2017-03-28 17:00:00,40.7056,-73.85822,0,Following Too Closely
250,2017-03-28 17:00:00,40.64266,-74.00929,0,Driver Inattention/Distraction
251,2017-03-28 17:00:00,,,0,Failure to Yield Right-of-Way
252,2017-03-28 17:00:00,40.692234,-73.987305,0,Driver Inattention/Distraction
253,2017-03-28 17:00:00,40.81417,-73.93431,0,Driver Inattention/Distraction
254,2017-03-28 17:02:00,40.81718,-73.888306,0,Unspecified
255,2017-03-28 17:05:00,40.607777,-73.75245,0,Driver Inattention/Distraction
256,2017-03-28 17:07:00,40.856873,-73.88771,0,Failure to Yield Right-of-Way
257,2017-03-28 17:10:00,40.850224,-73.88257,0,Unspecified
258,2017-03-28 17:10:00,40.632618,-73.973206,0,Driver Inattention/Distraction
259,2017-03-28 17:10:00,40.70509,-74.016464,0,Unspecified
260,2017-03-28 17:15:00,40.740337,-73.93635,0,Failure to Yield Right-of-Way
261,2017-03-28 17:17:00,40.826275,-73.85971,0,Following Too Closely
262,2017-03-28 17:20:00,40.669456,-73.86284,0,Turning Improperly
263,2017-03-28 17:20:00,40.63021,-73.93294,0,Unspecified
264,2017-03-28 17:20:00,40.76838,-73.92125,0,Driver Inattention/Distraction
265,2017-03-28 17:20:00,40.762978,-73.83198,0,Following Too Closely
266,2017-03-28 17:20:00,40.7263,-73.94913,1,Following Too Closely
267,2017-03-28 17:25:00,40.85537,-73.90473,0,Unspecified
268,2017-03-28 17:25:00,40.67348,-73.98613,1,Backing Unsafely
269,2017-03-28 17:28:00,,,0,Driver Inattention/Distraction
270,2017-03-28 17:29:00,40.587738,-74.15808,0,Unspecified
271,2017-03-28 17:30:00,40.688454,-73.944244,0,Following Too Closely
272,2017-03-28 17:30:00,40.768524,-73.98928,0,Other Vehicular
273,2017-03-28 17:30:00,40.610256,-74.0973,0,Following Too Closely
274,2017-03-28 17:30:00,40.747242,-73.88766,0,Fatigued/Drowsy
275,2017-03-28 17:30:00,40.729996,-73.84148,1,Following Too Closely
276,2017-03-28 17:30:00,40.716824,-73.82019,1,Driver Inattention/Distraction
277,2017-03-28 17:35:00,40.559486,-74.12246,0,Driver Inexperience
278,2017-03-28 17:45:00,40.766167,-73.954254,0,Driver Inattention/Distraction
279,2017-03-28 17:45:00,40.71445,-73.9306,0,Following Too Closely
280,2017-03-28 17:45:00,40.75939,-73.98508,0,Failure to Yield Right-of-Way
281,2017-03-28 17:55:00,40.605568,-74.03118,0,Following Too Closely
282,2017-03-28 17:55:00,40.608757,-74.038086,0,Following Too Closely
283,2017-03-28 18:00:00,40.75016,-73.944695,0,Pavement Slippery
284,2017-03-28 18:00:00,40.798622,-73.94163,0,Driver Inattention/Distraction
285,2017-03-28 18:00:00,40.60507,-73.97913,1,Unspecified
286,2017-03-28 18:01:00,40.846592,-73.84855,0,Unspecified
287,2017-03-28 18:05:00,40.88922,-73.85969,0,Unspecified
288,2017-03-28 18:07:00,40.714165,-74.00632,0,Unsafe Lane Changing
289,2017-03-28 18:09:00,40.69611,-73.96406,1,Driver Inattention/Distraction
290,2017-03-28 18:10:00,,,0,Following Too Closely
291,2017-03-28 18:10:00,40.650764,-73.88481,0,Fell Asleep
292,2017-03-28 18:10:00,40.70646,-74.01511,0,Backing Unsafely
293,2017-03-28 18:15:00,40.715473,-73.95185,1,Turning Improperly
294,2017-03-28 18:20:00,40.639465,-73.9001,0,Unspecified
295,2017-03-28 18:25:00,40.704845,-73.80928,2,Unspecified
296,2017-03-28 18:30:00,40.75425,-73.827835,1,Failure to Yield Right-of-Way
297,2017-03-28 18:30:00,40.704494,-73.81743,2,Driver Inattention/Distraction
298,2017-03-28 18:33:00,40.848133,-73.88885,0,Alcohol Involvement
299,2017-03-28 18:40:00,40.58401,-73.98587,0,Driver Inattention/Distraction
300,2017-03-28 18:43:00,40.702457,-73.98764,0,Other Vehicular
301,2017-03-28 18:44:00,40.80141,-73.96201,0,Unspecified
302,2017-03-28 18:45:00,40.6552,-73.96103,1,Unspecified
303,2017-03-28 18:46:00,40.818535,-73.94736,1,Unspecified
304,2017-03-28 18:50:00,40.610504,-73.95767,0,Unspecified
305,2017-03-28 18:54:00,40.75452,-73.993126,0,Unsafe Lane Changing
306,2017-03-28 18:58:00,40.827713,-73.92223,0,
307,2017-03-28 19:00:00,40.65263,-74.00618,0,Backing Unsafely
308,2017-03-28 19:00:00,40.698692,-73.834076,0,Backing Unsafely
309,2017-03-28 19:00:00,,,0,Unspecified
310,2017-03-28 19:00:00,40.688614,-73.999435,0,Turning Improperly
311,2017-03-28 19:00:00,40.771782,-73.96544,1,Failure to Yield Right-of-Way
312,2017-03-28 19:00:00,40.749744,-73.884315,1,Driver Inattention/Distraction
313,2017-03-28 19:15:00,40.820988,-73.89491,0,Following Too Closely
314,2017-03-28 19:20:00,40.870434,-73.9166,0,Driver Inexperience
315,2017-03-28 19:20:00,40.74074,-73.90779,0,Backing Unsafely
316,2017-03-28 19:24:00,40.876686,-73.82838,0,Unspecified
317,2017-03-28 19:25:00,40.749744,-73.884315,0,Driver Inattention/Distraction
318,2017-03-28 19:27:00,40.751484,-73.99769,0,Driver Inattention/Distraction
319,2017-03-28 19:30:00,40.834045,-73.86674,0,Unspecified
320,2017-03-28 19:30:00,40.71047,-73.85092,0,Failure to Yield Right-of-Way
321,2017-03-28 19:30:00,40.58872,-73.99234,0,Driver Inattention/Distraction
322,2017-03-28 19:30:00,40.70198,-73.79077,1,Turning Improperly
323,2017-03-28 19:30:00,40.808243,-73.92785,1,Driver Inattention/Distraction
324,2017-03-28 19:40:00,40.70456,-73.856735,1,Following Too Closely
325,2017-03-28 19:40:00,40.73978,-73.97952,3,Driver Inattention/Distraction
326,2017-03-28 19:45:00,40.607243,-73.98726,1,Driver Inattention/Distraction
327,2017-03-28 19:45:00,40.720375,-74.003265,1,Driver Inattention/Distraction
328,2017-03-28 19:45:00,40.769337,-73.802765,2,Driver Inexperience
329,2017-03-28 19:50:00,40.73261,-73.8686,0,Driver Inattention/Distraction
330,2017-03-28 19:55:00,40.84467,-73.9449,0,Other Vehicular
331,2017-03-28 19:55:00,40.616043,-73.94484,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
332,2017-03-28 01:00:00,40.842945,-73.89061,0,Unsafe Speed
333,2017-03-28 01:05:00,40.780178,-73.95721,0,Driver Inattention/Distraction
334,2017-03-28 01:15:00,40.685463,-73.727,0,Passing or Lane Usage Improper
335,2017-03-28 01:30:00,40.80774,-73.88281,0,Unspecified
336,2017-03-28 01:37:00,,,1,Failure to Yield Right-of-Way
337,2017-03-28 01:40:00,40.718403,-73.994675,0,Unspecified
338,2017-03-28 01:50:00,40.8662,-73.92807,1,Driver Inattention/Distraction
339,2017-03-28 20:00:00,40.583107,-73.954155,0,Failure to Yield Right-of-Way
340,2017-03-28 20:00:00,40.71691,-73.80333,0,Driver Inattention/Distraction
341,2017-03-28 20:00:00,40.864246,-73.904,1,Pavement Slippery
342,2017-03-28 20:00:00,40.84543,-73.91399,2,Pavement Slippery
343,2017-03-28 20:00:00,40.64193,-73.95841,2,Unspecified
344,2017-03-28 20:04:00,40.865997,-73.89981,1,Obstruction/Debris
345,2017-03-28 20:05:00,40.607338,-73.96189,1,Failure to Yield Right-of-Way
346,2017-03-28 20:05:00,40.747234,-73.99337,1,
347,2017-03-28 20:15:00,,,0,Backing Unsafely
348,2017-03-28 20:18:00,40.857643,-73.82613,0,Unspecified
349,2017-03-28 20:19:00,40.677414,-73.98305,0,Traffic Control Disregarded
350,2017-03-28 20:20:00,40.700592,-73.85457,1,Unsafe Speed
351,2017-03-28 20:20:00,40.681564,-73.89432,1,Unspecified
352,2017-03-28 20:30:00,40.699406,-73.95338,0,Driverless/Runaway Vehicle
353,2017-03-28 20:30:00,40.581917,-73.82978,0,Failure to Yield Right-of-Way
354,2017-03-28 20:30:00,40.602592,-73.74969,0,Pavement Slippery
355,2017-03-28 20:30:00,40.665257,-73.735344,1,Unspecified
356,2017-03-28 20:35:00,40.70321,-73.94626,0,Driver Inattention/Distraction
357,2017-03-28 20:35:00,40.58667,-73.966156,1,Driver Inattention/Distraction
358,2017-03-28 20:40:00,40.598984,-73.94646,0,Driver Inattention/Distraction
359,2017-03-28 20:40:00,40.80476,-73.92417,0,Following Too Closely
360,2017-03-28 20:42:00,40.632145,-73.952736,0,Failure to Yield Right-of-Way
361,2017-03-28 20:45:00,40.68096,-73.93765,0,Unspecified
362,2017-03-28 20:49:00,40.8047,-73.91243,0,Driver Inattention/Distraction
363,2017-03-28 20:50:00,40.770027,-73.81922,0,Reaction to Other Uninvolved Vehicle
364,2017-03-28 20:50:00,40.55086,-74.15145,0,Driver Inexperience
365,2017-03-28 20:50:00,40.800663,-73.946465,2,Pavement Slippery
366,2017-03-28 20:53:00,40.859303,-73.89884,0,Unspecified
367,2017-03-28 20:56:00,40.77632,-73.96002,1,Failure to Yield Right-of-Way
368,2017-03-28 21:00:00,40.858517,-73.86784,0,Unspecified
369,2017-03-28 21:00:00,40.685608,-73.79636,1,Failure to Yield Right-of-Way
